,age,income,class,response,segment,events
1365,58,155.7300381376473,2,0,1,2
1366,63,90.41944317577963,0,1,1,1
1367,25,173.07977757474234,0,1,1,5
1368,30,74.95208711677796,0,0,0,1
1369,73,76.77147223151933,0,1,1,6
1370,55,160.68932333798205,2,1,2,3
1371,48,144.81507666783904,0,0,0,1
1372,27,124.51621477705478,0,0,0,6
1373,43,285.31775653443674,2,1,2,2
1374,43,165.01633868719887,1,0,1,0
1375,59,160.24002323928832,2,0,1,0
1376,58,186.5136248684098,2,0,1,2
1377,55,142.37846939239614,1,0,1,4
1378,65,131.4841678522393,0,0,0,3
1379,52,301.8032755201969,2,1,2,5
1380,30,163.60603817105178,1,0,1,3
1381,69,86.07097109749003,0,1,1,3
1382,20,107.45948047833026,0,1,1,1
1383,71,153.7477289528435,1,1,2,1
1384,58,107.42713056975376,1,0,1,1
1385,62,170.55963572726318,1,0,1,3
1386,41,211.22018406152392,1,1,2,6
1387,27,111.01516904567187,0,1,1,1
1388,36,154.26645313966975,1,1,2,2
1389,64,136.32448802011325,0,0,0,0
1390,55,183.1542594440603,2,1,2,1
1391,17,68.03389502341992,0,0,0,3
1392,18,82.5126811107184,0,0,0,1
1393,56,128.34077833895836,1,1,2,4
1394,41,43.33963401126044,0,0,0,4
1395,21,56.22652583385166,0,0,0,5
1396,19,145.60859520152775,0,0,0,5
1397,60,263.9611001611526,2,0,1,5
1398,31,93.60615874400142,0,1,1,3
1399,59,104.09064133158776,1,1,2,3
1400,19,70.81912950665102,0,1,1,4
1401,42,151.82501154544207,1,0,1,2
1402,42,74.34806257648074,0,1,1,1
1403,67,113.78969403095192,0,0,0,2
1404,73,187.1102049594794,1,1,2,5
1405,47,49.70965819756657,0,0,0,3
1406,35,81.1086601998594,0,0,0,3
1407,44,119.05435512035841,0,1,1,2
1408,54,107.96586400587191,1,0,1,0
1409,42,196.83443619465896,1,0,1,6
1410,56,80.76035138570653,1,0,1,5
1411,57,180.79808559594323,2,1,2,4
1412,66,111.63890774769834,0,1,1,2
1413,53,125.48562310721974,1,1,2,5
1414,34,247.5968123762614,1,1,2,3
1415,19,151.73127644263292,0,0,0,5
1416,57,146.11062910860917,1,1,2,3
1417,35,66.4626268898382,0,0,0,2
1418,71,208.5093602235752,2,1,2,4
1419,72,269.4966187053389,2,1,2,3
1420,25,98.42956880848445,0,0,0,4
1421,51,87.35193591077737,1,0,1,0
1422,60,219.18385281433302,2,1,2,3
1423,62,176.57269055883242,1,1,2,3
1424,61,73.2934522017221,0,0,0,3
1425,71,272.2313041627565,2,1,2,0
1426,46,81.78969420151864,0,1,1,2
1427,54,132.21450452560106,1,0,1,4
1428,42,119.66302050801684,0,1,1,1
1429,63,110.08030004358494,0,1,1,3
1430,70,91.26890960406064,0,0,0,3
1431,28,198.9191835678965,0,0,0,1
1432,39,60.27251348321151,0,1,1,3
1433,51,155.8508473304545,2,0,1,2
1434,67,186.0065489991214,1,0,1,5
1435,59,176.08948981399337,2,0,1,6
1436,65,184.83886351275487,1,1,2,3
1437,39,83.0817907787848,0,0,0,1
1438,51,68.12707968499245,0,1,1,3
1439,51,85.64857955942497,1,1,2,2
1440,68,204.5424237224281,2,1,2,4
1441,56,132.13988428713344,1,1,2,2
1442,39,71.30986226310935,0,1,1,0
1443,36,54.08715845478792,0,0,0,6
1444,28,185.86054981185373,0,0,0,4
1445,70,131.22280371715783,0,1,1,5
1446,21,151.33012446617687,0,0,0,5
1447,55,162.94018917149333,2,1,2,5
1448,72,150.08186871859817,1,0,1,6
1449,48,98.83690981758366,0,1,1,4
1450,31,194.18697951866562,1,1,2,3
1451,69,190.93139116881463,1,1,2,5
1452,39,177.6062927984472,1,1,2,4
1453,46,53.57543763238324,0,1,1,1
1454,37,121.88489075679966,0,0,0,4
1455,46,126.99674742679369,0,0,0,5
1456,69,114.88778469172294,0,1,1,1
1457,24,144.7553003936532,0,1,1,5
1458,36,60.74712325538077,0,0,0,4
1459,35,113.15469775558327,0,1,1,1
1460,28,267.8024664985246,1,1,2,3
1461,45,123.01092842174623,0,0,0,3
1462,65,156.18492284611222,1,0,1,6
1463,38,78.51204456179015,0,1,1,3
1464,30,99.45715820950474,0,0,0,3
1465,39,85.54364018222047,0,1,1,4
1466,67,78.82330893319647,0,1,1,5
1467,59,150.01372752248062,2,1,2,5
1468,20,109.64047173732921,0,0,0,1
1469,24,86.71896704632063,0,0,0,1
1470,48,153.135539577208,1,1,2,4
1471,43,57.48378860043017,0,0,0,4
1472,25,40.41152993131903,0,1,1,2
1473,30,36.82971527383583,0,1,1,2
1474,47,157.21987521265953,1,0,1,5
1475,20,106.45812534058723,0,0,0,1
1476,67,146.35398019788036,0,0,0,3
1477,43,178.75210916618568,1,0,1,5
1478,71,267.5927772766311,2,0,1,3
1479,61,175.51779018327557,1,0,1,1
1480,52,131.26952228366434,1,1,2,6
1481,39,104.07007385080416,0,1,1,3
1482,64,115.7447115107084,0,1,1,1
1483,61,113.10203385573308,0,0,0,2
1484,44,134.2901736375225,0,0,0,5
1485,33,118.84939134340382,0,1,1,4
1486,22,42.34391932315897,0,1,1,2
1487,71,148.66779893114563,0,1,1,5
1488,47,143.1973899076633,0,0,0,4
1489,39,216.61106692133032,1,1,2,2
1490,68,131.42023597330447,0,1,1,3
1491,53,85.55010572392887,1,0,1,6
1492,63,66.28075497961507,0,1,1,3
1493,72,176.80170359564622,1,0,1,1
1494,68,331.92508869385665,2,0,1,6
1495,24,276.52920555345656,1,0,1,1
1496,36,49.02348623340601,0,1,1,5
1497,74,129.5238886643402,0,1,1,3
1498,71,257.39517429416117,2,1,2,0
1499,71,200.14251822336917,2,0,1,5
1500,42,64.75642274252752,0,1,1,4
1501,19,262.75936676798295,1,0,1,5
1502,16,118.9512561032617,0,1,1,4
1503,39,75.76147838425115,0,1,1,5
1504,70,213.41475454379628,2,0,1,4
1505,26,175.3250722075481,0,1,1,4
1506,48,66.32223485996954,0,0,0,1
1507,45,84.01751768116662,0,1,1,4
1508,30,74.62499259292738,0,0,0,3
1509,46,93.99707635244907,0,1,1,2
1510,56,199.44024670077667,2,1,2,5
1511,33,145.30858818706602,0,1,1,3
1512,36,105.15251810611724,0,0,0,3
1513,66,204.7840899945536,2,1,2,3
1514,41,126.25874697853754,0,0,0,3
1515,22,99.22439218521706,0,0,0,1
1516,39,52.80707192750191,0,1,1,5
1517,69,197.59297093564038,1,0,1,6
1518,71,187.19745379839853,1,0,1,3
1519,25,133.73328931740144,0,1,1,0
1520,57,68.9458095443637,0,1,1,1
1521,22,93.90128204125051,0,0,0,1
1522,33,65.96308863795267,0,1,1,2
1523,25,39.30807106337838,0,0,0,1
1524,61,182.4579604882352,1,1,2,4
1525,25,87.91454787654268,0,0,0,2
1526,44,86.44907433988595,0,1,1,2
1527,39,78.8770486618316,0,0,0,2
1528,49,101.92598041944713,0,1,1,4
1529,37,131.30685083074945,0,1,1,1
1530,52,144.75544174220457,1,0,1,4
1531,69,80.60336405497853,0,0,0,4
1532,71,119.68363884542991,0,0,0,3
1533,46,130.26848508114358,0,0,0,3
1534,36,162.54210437763103,1,1,2,1
1535,38,98.31089459618974,0,1,1,2
1536,56,198.68122308416196,2,1,2,4
1537,57,140.26172858533332,1,0,1,2
1538,23,210.13764667100725,1,1,2,2
1539,22,26.143175120106662,0,0,0,5
1540,30,54.08227233899124,0,1,1,1
1541,49,84.6013309221293,0,1,1,4
1542,33,71.3518818435043,0,1,1,1
1543,48,122.96543214989774,0,0,0,1
1544,24,124.35027432351387,0,1,1,6
1545,67,170.0795546594726,1,0,1,3
1546,69,114.36938529965128,0,1,1,3
1547,54,88.79444534358058,1,1,2,6
1548,67,246.57387382169446,2,0,1,5
1549,21,158.9505364461969,0,0,0,6
1550,39,234.20629485101185,1,0,1,2
1551,56,90.97717208067925,1,1,2,3
1552,47,82.20381733566428,0,0,0,1
1553,34,177.0904394383662,1,0,1,1
1554,49,62.632237865804555,0,1,1,5
1555,63,241.7070433984601,2,0,1,2
1556,30,144.86053177707288,0,0,0,2
1557,19,76.7042544899634,0,0,0,5
1558,65,159.6631955922908,1,0,1,2
1559,68,82.53480778689946,0,0,0,3
1560,36,146.1885535044664,0,1,1,2
1561,48,70.60782150462944,0,1,1,1
1562,40,273.3667917942904,2,1,2,2
1563,46,63.61584537242379,0,0,0,1
1564,73,84.65826646838582,0,1,1,5
1565,41,51.94991360255844,0,0,0,6
1566,19,152.49495706126416,0,1,1,2
1567,28,149.3804549914773,0,1,1,5
1568,73,74.52046516599812,0,0,0,3
1569,17,104.98806077945191,0,1,1,5
1570,29,57.61799610455418,0,1,1,5
1571,64,272.3331506513008,2,0,1,1
1572,60,90.74280628674609,0,1,1,4
1573,22,65.38052290822705,0,1,1,2
1574,57,65.17928701747289,0,0,0,6
1575,39,121.16090334734034,0,1,1,4
1576,73,91.13187152474671,0,0,0,0
1577,65,112.76004704029081,0,1,1,1
1578,52,97.41190489484596,1,1,2,4
1579,46,71.43445543784102,0,1,1,1
1580,48,230.58235957909685,1,1,2,3
1581,41,78.26903027079818,0,0,0,1
1582,71,234.33168603860392,2,1,2,1
1583,69,94.5742264472283,0,1,1,1
1584,64,180.33557248942887,1,1,2,4
1585,56,56.89505030684112,0,0,0,3
1586,41,109.79752214143312,0,0,0,2
1587,67,102.03753441231385,0,1,1,6
1588,50,81.04082636256676,1,0,1,4
1589,58,153.17945638159128,2,0,1,1
1590,40,185.76224884019547,1,0,1,1
1591,69,122.87255707931523,0,1,1,3
1592,37,67.38454466965788,0,1,1,2
1593,29,240.19067300048016,1,1,2,2
1594,23,84.17585233961864,0,0,0,0
1595,35,60.59832915139994,0,0,0,1
1596,55,252.95876567160337,2,1,2,0
1597,72,140.50008506849673,0,0,0,0
1598,31,87.83143967083284,0,0,0,3
1599,46,60.733804823473605,0,1,1,3
1600,28,40.54797183227012,0,1,1,1
1601,62,222.4703551695847,2,0,1,4
1602,36,72.78043649321098,0,0,0,6
1603,68,221.87808936186195,2,1,2,4
1604,36,205.58801151274062,1,1,2,3
1605,57,214.83871662325316,2,0,1,4
1606,37,162.72925578979692,1,0,1,2
1607,21,89.73769122495173,0,0,0,1
1608,22,111.70338680279313,0,1,1,5
1609,74,124.18223911598386,0,0,0,6
1610,17,141.28680809198738,0,1,1,3
1611,66,316.68690248514804,2,0,1,1
1612,56,139.10722549736215,1,1,2,2
1613,65,187.22903510002826,1,1,2,2
1614,64,293.53604515547215,2,1,2,5
1615,40,172.61141221901138,1,0,1,5
1616,55,229.80588150705228,2,0,1,2
1617,16,19.025869090238004,0,0,0,3
1618,28,210.2305834532247,1,1,2,3
1619,24,149.8567854710513,0,1,1,2
1620,32,90.05380827611407,0,1,1,1
1621,65,181.84222583026047,1,1,2,3
1622,74,197.34690459115268,1,0,1,6
1623,71,85.79286044237726,0,0,0,0
1624,74,259.2144544423961,2,1,2,2
1625,33,53.91954475438551,0,1,1,1
1626,21,257.5475918841887,1,0,1,2
1627,46,200.53138336291605,1,1,2,5
1628,66,92.28623583180024,0,1,1,1
1629,72,103.1607521937128,0,0,0,2
1630,69,104.17411400925505,0,0,0,0
1631,67,72.52021294726754,0,1,1,3
1632,17,154.97359772938358,0,0,0,1
1633,32,58.362414699803665,0,1,1,6
1634,50,193.45297065731467,2,1,2,0
1635,55,98.91843975293008,1,1,2,3
1636,17,43.36270815030905,0,0,0,1
1637,48,187.43679186885387,1,0,1,2
1638,66,111.06067707779124,0,1,1,5
1639,27,28.024400217236987,0,0,0,5
1640,43,184.8750521942009,1,1,2,5
1641,33,117.02276663675809,0,0,0,6
1642,37,118.04760627604625,0,0,0,3
1643,31,147.70831477190654,0,1,1,4
1644,65,65.33377182591784,0,0,0,4
1645,30,74.05673046159353,0,0,0,4
1646,36,82.25208485275228,0,0,0,4
1647,48,74.75033299099242,0,1,1,2
1648,48,88.26732165357735,0,1,1,3
1649,53,88.33095109292456,1,1,2,1
1650,18,104.07263506551587,0,1,1,3
1651,48,163.57400720054625,1,1,2,4
1652,36,105.76599844928373,0,1,1,5
1653,54,70.74568066569361,0,0,0,5
1654,47,258.9899747644014,2,0,1,5
1655,49,93.20372996295339,0,1,1,6
1656,54,87.53914819618328,1,1,2,2
1657,24,73.95093257781402,0,0,0,4
1658,40,43.18349357907687,0,1,1,6
1659,61,142.16621485187102,0,0,0,3
1660,53,170.3454031264384,2,1,2,2
1661,70,92.69838950329984,0,0,0,1
1662,71,165.08896115621155,1,0,1,4
1663,73,200.96842727445454,2,1,2,3
1664,23,212.0917559825448,1,0,1,5
1665,34,34.57776783452268,0,0,0,0
1666,38,315.89567452925684,2,0,1,5
1667,55,138.35121357188805,1,1,2,5
1668,16,27.9827315613582,0,0,0,5
1669,18,117.59238048919518,0,0,0,0
1670,32,186.97666184893683,1,1,2,4
1671,21,124.94512950775469,0,0,0,2
1672,66,107.62286969209391,0,1,1,3
1673,35,123.91334841082245,0,1,1,4
1674,52,96.56573288897157,1,0,1,2
1675,23,29.612686856733436,0,1,1,2
1676,32,271.92795264491997,2,0,1,0
1677,17,99.30098662660251,0,0,0,1
1678,57,93.39661153015433,1,1,2,5
1679,28,50.25133674153173,0,1,1,1
1680,60,144.44127684246325,0,1,1,4
1681,41,83.38920940295296,0,1,1,3
1682,41,45.957342980455806,0,0,0,5
1683,19,127.0404300924221,0,0,0,5
1684,42,76.50035062364995,0,1,1,1
1685,20,67.72172385308284,0,0,0,1
1686,44,191.84097286375598,1,1,2,3
1687,57,82.19753039330507,1,0,1,5
1688,64,86.96973797365678,0,1,1,2
1689,64,124.61435155780788,0,0,0,2
1690,52,89.87056738750127,1,1,2,3
1691,29,119.19088737679247,0,1,1,4
1692,74,147.19175371351156,0,0,0,4
1693,59,127.80294449536612,1,1,2,5
1694,30,62.57185186038053,0,0,0,5
1695,21,95.06600118677412,0,1,1,3
1696,39,203.18338706828706,1,1,2,5
1697,59,91.13124126338609,1,1,2,6
1698,66,122.00564316337892,0,1,1,1
1699,56,96.07427867601888,1,1,2,1
1700,65,83.46991768892394,0,1,1,1
1701,37,58.74385746284432,0,1,1,4
1702,39,200.0034810588952,1,1,2,3
1703,50,82.76027731338695,1,1,2,1
1704,73,336.0547282386202,2,0,1,2
1705,59,173.669537214471,2,1,2,3
1706,18,33.450907506233634,0,0,0,2
1707,50,53.1633643397836,0,0,0,5
1708,38,102.97428927694365,0,0,0,3
1709,74,88.29276242277635,0,0,0,1
1710,68,88.61318479567838,0,1,1,0
1711,43,85.58711017892668,0,1,1,1
1712,47,83.92559086154064,0,0,0,2
1713,73,166.73570337913685,1,1,2,2
1714,49,161.78357774916844,1,1,2,5
1715,71,187.80112547052488,1,0,1,5
1716,47,121.17509141514232,0,0,0,1
1717,31,148.00387868663375,0,1,1,2
1718,35,95.21773284824042,0,1,1,2
1719,26,152.8668759472933,0,1,1,4
1720,58,91.06752759652016,1,1,2,1
1721,53,107.40299933230575,1,1,2,4
1722,55,148.0869058761482,1,0,1,3
1723,59,123.13912166061122,1,0,1,4
1724,23,60.81008740069768,0,1,1,1
1725,19,115.28532305009234,0,1,1,4
1726,18,45.39278576463645,0,1,1,3
1727,73,156.30353208372551,1,0,1,1
1728,54,68.12229141805683,0,1,1,2
1729,67,193.79522639868975,1,1,2,2
1730,58,81.70707652718903,1,0,1,5
1731,44,188.96139485402057,1,1,2,4
1732,18,24.10536014179916,0,0,0,3
1733,22,119.67416830202288,0,1,1,5
1734,74,87.54316659835531,0,0,0,1
1735,50,62.56943039987196,0,1,1,4
1736,74,111.71168733637742,0,0,0,6
1737,59,127.53994393409644,1,1,2,6
1738,20,90.55048740894466,0,0,0,4
1739,63,137.72311959070868,0,1,1,2
1740,72,185.2149622597248,1,0,1,2
1741,53,92.6582852760348,1,0,1,4
1742,20,192.40900367290416,0,0,0,3
1743,36,102.48717368710831,0,0,0,2
1744,64,88.0231552199683,0,0,0,2
1745,63,65.32067052977504,0,0,0,5
1746,33,50.821639553992625,0,1,1,2
1747,18,103.05705171655187,0,0,0,1
1748,68,182.53049607131368,1,0,1,2
1749,27,60.86810575860605,0,0,0,5
1750,33,87.70990299089534,0,1,1,5
1751,30,112.31714160667687,0,1,1,4
1752,34,171.2253420859576,1,1,2,3
1753,42,57.45197782587233,0,1,1,5
1754,74,144.3561323697414,0,0,0,3
1755,22,102.49464050338713,0,1,1,6
1756,74,184.39957868896016,1,1,2,5
1757,20,175.54953600839715,0,0,0,5
1758,63,182.40939632073867,1,0,1,0
1759,62,83.46328946245741,0,1,1,1
1760,37,120.30956724086444,0,1,1,1
1761,32,119.47459582834098,0,0,0,3
1762,74,154.03623984362582,1,1,2,6
1763,22,169.95420557208587,0,0,0,5
1764,28,51.20778122425067,0,1,1,4
1765,69,259.09186053462486,2,0,1,4
1766,32,77.28983933997988,0,0,0,5
1767,49,123.47644826355065,0,0,0,2
1768,52,62.45602106432646,0,0,0,1
1769,70,125.69630387570805,0,1,1,5
1770,29,78.18418931784736,0,1,1,2
1771,61,132.71513520127812,0,1,1,4
1772,37,129.63393414357984,0,0,0,3
1773,30,216.9778561754708,1,0,1,4
1774,30,100.99135719265453,0,1,1,5
1775,64,186.4170502429937,1,1,2,0
1776,19,28.373582561995253,0,1,1,1
1777,21,267.5723601562425,1,1,2,3
1778,72,206.29238300778468,2,0,1,0
1779,38,79.48476345590852,0,0,0,3
1780,34,112.14248883084387,0,1,1,1
1781,53,109.31352101021854,1,0,1,4
1782,67,162.02515658027082,1,1,2,1
1783,39,110.48868984943681,0,0,0,5
1784,74,152.23054914065716,1,1,2,5
1785,21,140.26333860292453,0,1,1,2
1786,61,90.26456177710608,0,0,0,6
1787,40,69.04742800610845,0,0,0,6
1788,58,116.88934143579863,1,1,2,2
1789,63,165.5485047767808,1,1,2,4
1790,18,111.12772947983382,0,0,0,3
1791,55,91.76105715887401,1,1,2,4
1792,69,96.86145666507431,0,0,0,6
1793,24,132.58907343744443,0,1,1,6
1794,58,113.83230893640557,1,0,1,4
1795,68,69.32341176799838,0,1,1,0
1796,47,75.3663588268571,0,0,0,3
1797,26,85.84153163110759,0,0,0,1
1798,19,57.22504014888837,0,1,1,2
1799,42,43.516808340705765,0,0,0,3
1800,69,114.324172061245,0,1,1,6
1801,16,61.00726396289562,0,1,1,2
1802,45,213.77697057341504,1,0,1,5
1803,51,235.62075996830185,2,0,1,2
1804,70,127.17945035122361,0,1,1,5
1805,54,56.5197314559841,0,1,1,4
1806,61,65.21602931636261,0,1,1,4
1807,59,120.77888842273151,1,1,2,5
1808,62,79.5135023417952,0,0,0,4
1809,37,74.77968511999006,0,1,1,1
1810,72,99.24064462313322,0,1,1,4
1811,47,214.8470754115276,1,1,2,1
1812,56,110.26333928884745,1,1,2,6
1813,69,84.89383742888234,0,0,0,4
1814,69,191.92799423629464,1,1,2,5
1815,52,104.10448800545099,1,0,1,2
1816,61,246.61618699943546,2,0,1,4
1817,18,27.785627849075052,0,1,1,4
1818,63,99.36967892604379,0,0,0,6
1819,73,75.40889446844052,0,1,1,1
1820,23,86.91721763845919,0,0,0,1
1821,58,70.67037834691659,0,0,0,1
1822,26,131.8259741837383,0,1,1,2
1823,16,172.47099528109652,0,1,1,4
1824,47,96.58827405419157,0,0,0,4
1825,51,158.08677129253846,2,1,2,3
1826,32,68.08503179013503,0,1,1,3
1827,72,109.75959843020325,0,1,1,2
1828,74,150.2504073542713,1,0,1,0
1829,55,99.18018272517327,1,0,1,3
1830,72,84.62330820063062,0,1,1,6
1831,34,136.58035484729555,0,1,1,0
1832,23,226.3430803536257,1,0,1,5
1833,54,195.56280051569246,2,0,1,1
1834,68,96.71586925505684,0,0,0,3
1835,31,38.10544793820715,0,1,1,5
1836,43,49.19206687640356,0,0,0,5
1837,71,99.46950627537609,0,0,0,3
1838,48,143.51977747162016,0,0,0,5
1839,45,57.47671932955032,0,0,0,5
1840,57,97.2062473258562,1,0,1,4
1841,62,95.89598967444135,0,1,1,5
1842,50,155.48055261484689,2,0,1,3
1843,28,81.13557129472731,0,1,1,5
1844,31,72.75120469233451,0,0,0,5
1845,16,90.11753291303233,0,0,0,1
1846,53,77.47547788105896,1,1,2,4
1847,47,119.60377150619962,0,1,1,4
1848,27,103.11566935039617,0,1,1,4
1849,40,207.943959404739,1,1,2,5
1850,26,184.598403114768,0,0,0,3
1851,52,156.81483397004052,2,1,2,3
1852,31,181.70826088502733,1,0,1,5
1853,67,137.6207430252514,0,0,0,5
1854,40,99.57321793092514,0,0,0,5
1855,48,178.07929146662963,1,1,2,4
1856,16,48.716897532986735,0,0,0,1
1857,26,72.85755653754362,0,1,1,5
1858,69,105.39503259180091,0,1,1,5
1859,65,194.95149868122388,1,0,1,6
1860,64,199.10349081683333,1,1,2,2
1861,49,137.09595552184507,0,1,1,2
1862,59,249.45603275531732,2,1,2,3
1863,47,123.25833224621766,0,0,0,4
1864,69,86.18262102553486,0,0,0,3
1865,29,87.26471398424204,0,1,1,6
1866,50,140.74514891294518,1,1,2,6
1867,44,133.15279094647696,0,1,1,2
1868,54,64.76503605936611,0,1,1,6
1869,53,75.27658088657093,1,0,1,3
1870,52,104.14794171143983,1,1,2,4
1871,21,232.87516406909083,1,0,1,3
1872,55,66.96407311608286,0,0,0,4
1873,53,247.3016549885446,2,0,1,5
1874,55,144.8407424983181,1,1,2,2
1875,41,166.88332143210118,1,0,1,3
1876,64,244.39857342645305,2,0,1,5
1877,23,84.47609256676954,0,1,1,3
1878,67,115.89133910835088,0,1,1,3
1879,40,44.304931915175615,0,0,0,1
1880,73,165.29265097990094,1,0,1,6
1881,60,87.7916928176871,0,1,1,5
1882,52,96.40370965955464,1,0,1,5
1883,49,78.50735931950142,0,0,0,4
1884,70,80.28311873631345,0,0,0,4
1885,39,216.01071212653665,1,1,2,3
1886,67,93.23468499131505,0,0,0,2
1887,44,93.32922124129334,0,0,0,2
1888,35,221.7068216425647,1,1,2,5
1889,46,100.1329724287648,0,1,1,4
1890,65,73.71431642718419,0,0,0,4
1891,57,81.86388524669738,1,1,2,4
1892,56,92.7842565914529,1,0,1,1
1893,74,101.65955119569063,0,1,1,3
1894,26,139.41780797853403,0,1,1,3
1895,34,73.07508326144863,0,0,0,3
1896,48,137.212880836737,0,0,0,4
1897,19,261.68278792587574,1,0,1,5
1898,17,28.728416701258766,0,0,0,1
1899,56,84.05236895862332,1,1,2,3
1900,45,78.97277899989922,0,1,1,2
1901,41,64.3410405020057,0,0,0,1
1902,59,132.7572268920197,1,0,1,4
1903,49,69.44067290668917,0,0,0,2
1904,24,92.8216342816087,0,1,1,1
1905,35,136.10191407072406,0,1,1,2
1906,71,256.2596661858704,2,0,1,4
1907,40,87.51191310366829,0,0,0,6
1908,43,69.14032870079501,0,0,0,5
1909,65,92.8081655699724,0,0,0,0
1910,47,200.73641305593,1,0,1,4
1911,31,42.263630235566254,0,1,1,3
1912,50,51.56141419585657,0,1,1,3
1913,30,37.93580157374397,0,0,0,2
1914,35,91.17562322574432,0,0,0,6
1915,61,115.4492267968421,0,1,1,2
1916,20,31.1548337718383,0,0,0,2
1917,22,44.877814098890696,0,0,0,1
1918,58,148.55809456747716,1,0,1,3
1919,20,37.41418924229391,0,1,1,4
1920,37,59.30944258750203,0,0,0,3
1921,64,72.75034135150203,0,0,0,6
1922,60,135.0926981676333,0,0,0,3
1923,34,92.14253313866854,0,0,0,3
1924,63,160.61617362504757,1,0,1,1
1925,50,123.2002867303375,1,0,1,1
1926,34,135.8714796586361,0,1,1,5
1927,24,121.44429563956595,0,1,1,3
1928,25,91.30960883734625,0,1,1,1
1929,25,47.03210577538423,0,0,0,1
1930,36,240.15448048825135,1,0,1,5
1931,28,101.21193049776807,0,1,1,2
1932,67,267.4229746187016,2,0,1,1
1933,37,95.03842786330438,0,0,0,5
1934,48,88.10878243072649,0,0,0,3
1935,37,88.68427411491712,0,0,0,1
1936,63,181.95941042389893,1,0,1,2
1937,22,44.05432279645642,0,1,1,5
1938,52,219.77230364373864,2,1,2,6
1939,26,112.32738630163452,0,0,0,4
1940,60,283.6476391617313,2,0,1,4
1941,39,102.35620803254419,0,1,1,6
1942,62,231.322798748007,2,1,2,5
1943,63,111.14622788453576,0,0,0,1
1944,59,105.91177092597434,1,0,1,1
1945,66,84.96399281032903,0,1,1,3
1946,71,130.61254037345944,0,0,0,5
1947,25,122.57106182121512,0,0,0,2
1948,54,56.670223569541605,0,1,1,4
1949,57,254.93504244090568,2,1,2,5
1950,72,154.47988439645002,1,0,1,1
1951,25,207.37731162805892,1,0,1,6
1952,35,93.01160681650543,0,1,1,3
1953,59,158.1332847572035,2,0,1,2
1954,23,67.89409758768318,0,0,0,4
1955,69,85.44989355438321,0,0,0,6
1956,27,91.35079258866529,0,1,1,3
1957,64,150.74637157946626,1,0,1,2
1958,45,62.5559253310062,0,0,0,5
1959,42,119.68033333935207,0,1,1,2
1960,48,50.05620911834157,0,1,1,6
1961,44,166.74263283275945,1,0,1,6
1962,74,133.03366845708285,0,1,1,3
1963,64,99.4494488212557,0,1,1,5
1964,59,169.59187593532891,2,1,2,6
1965,20,129.66327612618363,0,0,0,3
1966,30,62.96619511170044,0,1,1,2
1967,54,136.2220373396197,1,0,1,2
1968,72,321.66314747979675,2,0,1,6
1969,27,100.97713002513122,0,0,0,5
1970,48,136.2487270568028,0,0,0,6
1971,66,118.20574855371522,0,1,1,4
1972,30,97.13438284180678,0,1,1,2
1973,20,70.80242586069261,0,1,1,3
1974,48,164.0521228081024,1,0,1,5
1975,38,145.16741811713126,0,1,1,4
1976,44,82.98527239041046,0,1,1,6
1977,45,112.66732360160793,0,0,0,1
1978,25,108.07205606999543,0,1,1,4
1979,61,125.85865004971235,0,1,1,5
1980,67,175.98889276029763,1,0,1,0
1981,22,92.6164061207211,0,0,0,3
1982,39,174.9740034951678,1,1,2,2
1983,59,99.27495887215102,1,1,2,1
1984,48,139.48867602949372,0,0,0,1
1985,55,77.41297620244303,1,1,2,1
1986,48,59.33949855860718,0,0,0,2
1987,59,73.58988440418193,0,0,0,4
1988,52,135.80036047084306,1,1,2,4
1989,30,58.34673223438383,0,0,0,2
1990,71,113.96592065086342,0,1,1,5
1991,61,100.6979805809109,0,0,0,6
1992,40,172.6861564451156,1,1,2,4
1993,16,134.254894912655,0,1,1,5
1994,38,224.5690288791122,1,0,1,5
1995,31,54.633186638474605,0,0,0,1
1996,58,180.40844793329205,2,0,1,2
1997,57,125.16563655397599,1,0,1,4
1998,22,141.9110222430686,0,0,0,1
1999,23,25.026356991208257,0,0,0,5
2000,62,76.15381320119114,0,0,0,6
2001,39,116.71039479926146,0,0,0,3
2002,52,190.04149621910716,2,0,1,4
2003,40,79.58560467242116,0,0,0,1
2004,70,85.1755973929829,0,0,0,5
2005,39,165.47995412977127,1,1,2,2
2006,39,85.86081532683666,0,1,1,2
2007,69,153.32371949023067,1,1,2,1
2008,64,345.86926923735626,2,0,1,6
2009,72,152.9875772080124,1,1,2,3
2010,28,148.3985980470133,0,1,1,4
2011,29,46.040499819369785,0,1,1,3
2012,42,129.84837600625954,0,1,1,2
2013,48,204.95980786834548,1,1,2,5
2014,16,166.90996019381325,0,0,0,6
2015,43,44.24218812331878,0,0,0,3
2016,56,113.33760824608927,1,0,1,1
2017,66,146.0649677068012,0,0,0,2
2018,32,133.00334087290645,0,0,0,3
2019,72,80.52038275205615,0,1,1,6
2020,59,149.26708125042205,1,1,2,1
2021,51,106.12901053400108,1,1,2,3
2022,60,169.43310962258303,1,1,2,4
2023,28,60.34943769021948,0,0,0,1
2024,40,146.2860762178394,0,1,1,5
2025,70,132.4992345207375,0,1,1,3
2026,61,265.46122898085275,2,1,2,4
2027,57,128.78328194999676,1,1,2,5
2028,51,162.86285818359036,2,1,2,3
2029,23,155.5170690985351,0,1,1,5
2030,45,176.45056175351132,1,1,2,3
